tempMin,tempMax,cloudCover,humidity,windSpeed,visibility
10.65,14.36,0.82,0.9,16.59,5.69
11.58,16.0,0.63,0.81,17.41,6.14
9.57,15.58,0.47,0.76,14.18,6.18
9.86,15.0,0.67,0.81,16.62,6.04
6.77,13.47,0.73,0.9,11.0,6.11
7.09,14.34,0.66,0.88,8.92,6.22
11.61,16.15,0.72,0.85,17.06,5.95
10.85,18.23,0.72,0.85,10.55,6.14
13.73,17.2,0.84,0.88,11.96,4.99
9.8,15.41,0.63,0.76,24.84,5.89
7.59,13.18,0.51,0.78,16.53,6.2
6.58,13.14,0.58,0.84,10.69,6.08
3.01,13.19,0.43,0.76,10.27,6.22
0.82,14.0,0.44,0.8,7.41,6.22
4.42,14.17,0.35,0.79,8.63,6.22
5.81,14.14,0.51,0.85,13.22,5.83
12.66,16.43,0.92,0.95,19.87,4.42
5.87,16.28,0.52,0.8,15.59,6.18
1.58,14.0,0.51,0.81,5.69,6.22
7.82,11.35,0.91,0.83,15.71,5.85
4.92,12.01,0.52,0.78,12.83,6.22
2.99,12.27,0.64,0.89,8.89,5.69
8.87,14.01,0.78,0.73,17.51,6.16
8.71,14.17,0.83,0.92,11.09,5.74
7.73,15.4,0.74,0.91,15.12,5.74
3.87,12.15,0.38,0.82,4.43,6.22
1.61,12.1,0.26,0.84,5.11,6.19
1.57,13.29,0.68,0.92,17.46,4.95
12.58,14.21,0.87,0.92,23.66,4.86
12.53,15.2,0.84,0.91,21.2,5.2
12.47,20.14,0.66,0.81,10.53,6.22
6.64,17.01,0.5,0.87,10.54,5.3
7.0,16.36,0.52,0.87,17.71,5.82
9.72,13.32,0.78,0.94,7.39,4.74
3.73,14.03,0.53,0.85,4.37,6.13
1.85,14.25,0.22,0.84,2.47,6.08
5.59,14.14,0.72,0.91,9.96,5.88
5.43,12.28,0.43,0.85,8.17,6.16
2.4,12.25,0.6,0.9,3.9,6.03
5.73,12.33,0.65,0.89,8.63,5.99
7.14,15.15,0.93,0.94,13.9,5.19
8.59,15.28,0.82,0.84,14.91,5.79
6.13,11.41,0.78,0.8,15.31,6.21
10.51,13.16,0.9,0.87,19.6,5.7
10.51,12.21,0.93,0.86,14.52,6.22
7.73,13.14,0.81,0.9,14.29,6.03
3.14,9.27,0.48,0.76,9.39,6.22
0.64,7.21,0.26,0.67,7.15,6.22
-2.98,10.13,0.23,0.76,3.06,6.22
-4.85,8.26,0.21,0.82,6.79,6.12
-1.14,7.13,0.83,0.87,3.62,6.22
2.66,10.31,0.79,0.91,5.68,5.95
0.02,8.3,0.59,0.91,5.6,4.75
0.03,10.31,0.33,0.83,7.1,6.22
8.62,14.21,0.83,0.91,20.89,5.12
7.71,13.14,0.44,0.83,10.53,6.17
7.73,11.2,0.83,0.94,4.35,3.88
8.01,13.22,0.81,0.89,10.28,4.78
6.73,13.28,0.76,0.9,10.55,6.21
3.01,11.25,0.53,0.87,9.14,6.2
7.58,11.19,0.8,0.86,15.51,6.16
3.51,11.1,0.71,0.88,7.05,5.8
3.01,8.42,0.77,0.94,5.61,5.47
6.86,11.32,0.64,0.88,7.75,6.22
7.72,11.28,0.71,0.87,12.56,6.05
10.54,14.06,0.93,0.92,15.01,4.94
9.38,13.33,0.84,0.85,12.62,6.08
3.73,13.33,0.73,0.93,5.25,6.05
6.38,11.18,0.54,0.87,12.42,5.31
4.45,10.47,0.31,0.88,9.47,6.02
3.31,8.3,0.82,0.84,10.72,6.11
4.31,7.26,0.68,0.84,14.25,6.2
3.06,7.82,0.63,0.8,13.1,5.72
-2.01,6.91,0.64,0.91,2.77,4.7
3.7,8.71,0.68,0.93,5.6,5.01
-1.65,6.87,0.71,0.97,1.7,3.82
2.5,6.77,0.6,0.9,7.46,5.95
-2.08,6.73,0.66,0.91,4.56,6.02
0.04,7.73,0.61,0.87,11.01,5.11
5.67,14.56,0.76,0.88,17.81,5.21
5.41,10.24,0.75,0.87,15.04,6.33
3.24,8.54,0.69,0.85,20.12,6.01
1.1,6.98,0.75,0.94,4.37,5.05
4.58,6.77,0.92,0.99,2.84,2.92
-1.51,8.37,0.4,0.88,5.83,6.33
-3.24,5.2,0.53,0.97,2.5,5.49
-2.76,5.53,0.86,0.97,5.67,3.04
4.33,11.51,0.75,0.92,11.16,3.95
5.73,10.81,0.84,0.86,20.37,6.12
3.65,9.5,0.76,0.86,13.39,6.13
-0.99,7.6,0.33,0.89,4.64,6.5
-2.87,4.36,0.61,0.94,2.69,5.67
3.61,8.23,0.93,0.92,5.35,5.33
4.59,8.37,0.88,0.81,9.33,4.74
1.3,5.01,0.43,0.71,11.01,6.22
-1.93,3.53,0.28,0.79,6.83,6.21
0.52,2.61,0.86,0.84,11.85,4.48
0.88,7.18,0.68,0.88,8.06,5.8
2.22,11.32,0.67,0.92,6.4,5.08
6.24,12.16,0.81,0.84,14.22,5.13
2.25,8.55,0.39,0.87,6.05,4.67
4.43,8.2,0.81,0.94,7.43,5.37
4.99,8.29,0.82,0.95,6.8,4.99
5.64,8.47,0.76,0.91,7.65,8.04
-1.37,5.61,0.67,0.98,1.33,3.19
-3.36,0.18,0.86,0.99,0.14,1.63
-2.24,9.43,0.92,1.0,1.84,1.23
8.79,10.66,0.87,0.93,8.31,5.15
8.63,10.94,0.93,0.94,8.44,4.84
3.94,10.49,0.74,0.89,10.14,5.24
6.12,12.65,0.71,0.84,15.54,5.82
6.77,12.31,0.93,0.92,11.08,5.73
8.73,11.81,0.87,0.87,16.96,5.98
-2.31,11.67,0.47,0.8,6.07,6.22
-6.39,0.81,0.66,0.96,0.73,5.76
0.08,4.16,0.95,0.9,1.9,6.28
3.27,7.12,0.95,0.87,5.0,5.41
2.78,6.06,0.95,0.84,4.47,5.83
4.84,9.79,0.97,0.99,2.55,0.19
7.93,12.2,0.8,0.82,19.87,5.17
2.2,8.44,0.27,0.74,8.26,6.22
-3.44,5.36,0.42,0.92,1.9,5.81
4.46,9.72,0.74,0.92,5.21,5.2
5.54,10.25,0.94,0.88,9.41,6.18
7.92,11.49,0.85,0.84,17.48,5.79
6.65,10.73,0.69,0.83,18.55,6.07
4.75,9.48,0.76,0.85,9.33,6.29
7.87,10.66,0.83,0.88,20.03,5.5
1.21,9.62,0.64,0.85,14.15,5.75
-2.88,4.5,0.42,0.8,5.63,6.24
-3.79,3.23,0.78,0.82,6.87,5.49
0.7,4.42,0.94,0.9,5.31,4.54
-1.54,6.35,0.69,0.91,4.26,4.66
-3.56,5.29,0.66,0.89,7.55,5.96
-4.47,2.73,0.53,0.93,4.91,6.23
-7.72,1.61,0.46,0.95,1.79,5.19
-3.51,3.93,0.81,0.99,2.23,1.52
3.12,10.32,0.96,0.93,12.14,5.79
4.84,10.67,0.86,0.9,15.51,5.5
0.63,6.48,0.28,0.73,13.79,6.05
-5.39,5.21,0.41,0.86,5.47,6.47
-2.15,3.48,0.69,0.92,5.04,5.35
-3.46,4.62,0.55,0.92,4.67,5.54
-7.91,0.53,0.61,0.95,2.84,3.35
-8.67,3.13,0.28,0.89,2.0,5.03
-4.71,4.31,0.19,0.72,5.02,5.42
-5.13,6.36,0.72,0.9,6.87,5.77
-1.3,8.92,0.65,0.83,11.68,5.99
-2.33,6.92,0.62,0.96,5.4,4.2
2.24,8.61,0.6,0.87,8.93,6.2
2.42,8.26,0.69,0.9,6.88,5.43
4.59,10.98,0.87,0.85,21.84,5.94
2.26,9.35,0.72,0.78,19.18,5.83
0.0,7.41,0.56,0.87,6.8,6.46
-2.46,7.72,0.31,0.89,4.01,6.45
5.49,11.71,0.77,0.89,14.35,5.35
6.22,11.53,0.86,0.85,14.31,5.58
0.88,11.42,0.76,0.83,9.58,6.24
-2.57,12.5,0.55,0.87,6.07,4.52
8.88,11.71,0.83,0.79,14.07,6.0
8.8,12.61,0.74,0.78,16.95,5.77
6.09,9.62,0.79,0.81,18.38,6.53
4.99,8.85,0.76,0.88,9.19,6.14
8.9,12.45,0.94,0.92,15.07,5.78
9.11,13.91,0.9,0.87,7.27,6.21
8.78,15.74,0.53,0.67,6.22,6.55
6.54,14.68,0.49,0.76,9.12,6.74
2.87,11.91,0.57,0.93,4.57,3.76
1.38,15.01,0.6,0.89,2.2,4.36
-1.21,15.12,0.13,0.85,1.71,4.14
-2.57,12.6,0.48,0.9,4.32,3.71
3.01,7.41,0.97,0.97,4.5,3.15
2.77,9.76,0.92,0.91,3.44,4.66
7.07,10.6,0.77,0.88,10.85,5.1
4.57,10.05,0.79,0.76,17.88,6.62
1.41,9.47,0.48,0.79,11.55,6.34
2.44,7.52,0.71,0.88,5.08,5.98
2.93,9.81,0.92,0.95,10.49,3.76
1.0,9.2,0.72,0.83,7.31,5.78
-2.34,7.6,0.73,0.92,9.98,5.9
2.68,6.37,0.59,0.83,13.56,6.23
-0.94,6.44,0.68,0.91,10.18,6.52
0.85,8.53,0.58,0.8,13.1,6.33
3.21,9.56,0.76,0.84,23.67,5.01
5.19,10.06,0.74,0.79,20.2,6.12
5.88,10.5,0.72,0.79,17.71,5.64
3.82,8.51,0.62,0.77,18.61,5.75
0.78,5.59,0.82,0.91,8.34,4.26
0.62,10.07,0.53,0.78,10.53,6.78
1.68,9.52,0.74,0.89,4.91,5.87
4.77,10.57,0.89,0.93,10.16,5.29
8.74,13.59,0.88,0.93,12.6,5.05
9.92,13.61,0.91,0.9,13.81,6.3
5.82,11.79,0.74,0.81,16.64,5.8
3.93,10.2,0.48,0.73,12.61,6.22
4.19,9.96,0.65,0.77,17.03,7.36
2.57,11.56,0.39,0.7,8.54,6.52
6.51,10.55,0.9,0.82,11.07,6.54
7.28,12.45,0.76,0.82,11.31,6.79
5.14,11.25,0.74,0.77,12.4,5.9
1.71,11.83,0.74,0.84,11.9,6.15
1.38,11.73,0.52,0.73,8.58,5.37
-0.33,12.36,0.34,0.69,3.97,6.1
3.87,7.44,0.65,0.79,6.77,5.8
0.68,8.46,0.6,0.84,6.11,5.81
3.53,7.23,0.73,0.77,10.58,5.97
2.08,9.35,0.72,0.81,11.76,5.4
5.53,14.49,0.47,0.68,16.29,5.88
1.89,9.41,0.79,0.9,5.2,5.34
6.49,8.58,0.97,0.92,12.77,5.7
5.48,11.05,0.76,0.79,13.86,6.54
3.64,11.45,0.45,0.71,12.71,6.27
-2.96,12.16,0.18,0.73,3.15,6.51
-2.11,11.66,0.45,0.77,3.2,5.77
-2.22,13.02,0.38,0.69,6.6,5.5
0.3,11.59,0.42,0.6,12.59,6.16
0.58,9.69,0.72,0.6,11.96,6.22
2.62,13.42,0.26,0.62,15.72,6.21
6.73,11.55,0.55,0.81,12.34,4.62
5.82,15.22,0.59,0.77,11.92,6.48
5.98,17.71,0.57,0.79,11.02,6.61
4.83,22.45,0.56,0.66,5.49,6.38
5.94,21.45,0.83,0.69,5.14,5.55
6.14,21.2,0.64,0.65,6.78,4.66
6.56,23.8,0.08,0.5,9.04,6.22
8.96,16.85,0.57,0.68,14.47,6.21
7.65,14.52,0.83,0.82,16.0,5.45
8.03,16.26,0.61,0.78,9.05,5.35
7.93,13.46,0.73,0.81,10.4,5.35
6.68,12.25,0.71,0.84,8.28,4.85
7.53,14.36,0.71,0.8,5.37,7.17
7.13,16.04,0.62,0.79,6.21,6.28
6.04,13.88,0.66,0.87,3.72,5.61
5.76,14.37,0.75,0.87,4.27,5.84
2.67,15.67,0.55,0.79,7.37,6.14
4.78,10.19,0.64,0.68,6.6,6.04
0.38,11.91,0.29,0.55,7.57,6.26
2.83,11.76,0.56,0.64,7.56,6.22
3.67,10.21,0.5,0.76,6.14,4.91
4.28,9.67,0.74,0.81,5.12,4.77
4.9,8.97,0.81,0.86,12.88,4.96
4.89,11.4,0.61,0.66,9.4,5.93
4.71,12.46,0.57,0.71,6.82,5.31
-0.42,14.39,0.24,0.68,6.86,6.14
-0.09,15.66,0.27,0.6,5.64,6.22
3.6,19.9,0.71,0.62,6.03,6.22
3.11,21.5,0.46,0.63,4.58,6.22
4.11,24.63,0.75,0.65,4.25,5.93
9.8,19.03,0.47,0.64,11.88,6.37
8.62,19.36,0.23,0.63,11.5,6.07
9.02,12.53,0.94,0.91,5.32,6.33
9.92,15.26,0.91,0.86,4.77,5.44
7.28,16.83,0.74,0.78,6.87,5.32
6.51,17.56,0.49,0.67,8.59,6.09
3.24,15.6,0.48,0.71,9.8,6.21
5.16,13.86,0.81,0.76,12.22,5.83
8.42,16.84,0.48,0.64,12.08,6.17
5.51,13.39,0.58,0.88,7.97,5.42
10.93,14.53,0.88,0.87,14.72,4.5
7.88,14.38,0.72,0.79,8.43,5.08
3.95,15.32,0.41,0.73,5.26,5.76
0.89,12.06,0.67,0.91,3.4,5.12
10.65,15.69,0.9,0.97,9.57,3.56
9.85,17.91,0.95,0.96,10.69,3.2
9.85,18.65,0.58,0.81,10.01,5.63
12.77,19.1,0.77,0.84,12.02,4.89
10.0,14.5,0.83,0.88,18.36,5.69
8.7,16.19,0.65,0.82,6.67,5.64
8.82,15.41,0.84,0.89,5.59,5.14
9.62,16.7,0.67,0.75,8.62,5.79
4.87,17.63,0.32,0.75,8.8,5.9
9.81,17.11,0.34,0.75,7.61,6.03
8.22,16.46,0.49,0.77,11.45,6.43
4.34,19.26,0.35,0.73,6.32,5.59
7.99,15.26,0.74,0.7,7.53,6.24
6.18,15.83,0.57,0.74,9.6,6.7
9.35,13.17,0.72,0.7,7.27,5.21
7.42,16.26,0.58,0.72,10.11,5.69
10.16,18.45,0.74,0.75,9.24,6.94
9.01,17.01,0.5,0.73,8.21,6.58
10.82,16.87,0.79,0.83,14.96,6.18
10.95,16.6,0.62,0.81,12.29,6.14
8.57,18.02,0.59,0.78,7.76,6.45
9.0,14.61,0.59,0.81,11.36,7.14
7.14,16.92,0.52,0.7,9.7,6.23
8.69,18.88,0.28,0.64,5.21,6.23
9.25,22.9,0.2,0.71,10.24,6.44
12.64,15.99,0.86,0.92,9.62,4.54
13.45,19.87,0.75,0.81,7.86,5.34
11.52,23.09,0.55,0.7,6.01,6.21
8.35,26.51,0.07,0.69,6.66,6.22
11.71,23.99,0.23,0.73,11.1,6.22
15.01,21.31,0.61,0.85,5.19,5.33
12.28,17.93,0.73,0.82,15.6,5.72
12.08,17.81,0.65,0.77,15.39,5.99
10.86,17.92,0.5,0.69,10.63,6.66
5.78,18.91,0.58,0.76,7.48,6.22
11.01,16.71,0.6,0.75,12.36,6.25
12.85,17.5,0.92,0.89,12.49,7.27
9.06,19.93,0.57,0.66,7.66,6.3
7.83,18.48,0.39,0.64,5.32,6.36
5.27,18.0,0.44,0.77,4.37,6.12
11.9,16.48,0.91,0.95,7.22,6.97
14.82,19.65,0.9,0.92,6.61,6.38
14.97,20.69,0.86,0.86,7.79,6.51
10.98,22.14,0.61,0.8,8.44,6.02
13.75,21.16,0.55,0.74,9.22,6.02
9.56,22.49,0.54,0.71,3.96,6.22
11.91,23.9,0.47,0.73,4.81,5.47
10.87,21.8,0.35,0.82,6.0,5.96
13.23,18.13,0.7,0.88,8.74,7.66
10.58,18.53,0.66,0.84,12.52,6.44
12.86,19.97,0.67,0.87,6.98,5.97
13.59,19.81,0.67,0.82,9.1,5.6
12.92,18.93,0.69,0.83,10.46,6.41
15.97,25.09,0.65,0.83,19.4,5.69
18.03,25.03,0.56,0.75,9.68,6.51
16.56,22.94,0.58,0.78,8.57,6.18
14.26,30.22,0.31,0.71,9.12,6.06
17.51,23.6,0.52,0.72,8.19,5.84
14.47,17.83,0.56,0.93,3.8,6.64
15.9,21.55,0.89,0.92,8.78,6.43
13.97,20.38,0.86,0.89,6.68,6.63
11.76,21.91,0.55,0.85,5.08,5.69
14.97,23.22,0.57,0.84,5.93,5.83
12.91,22.91,0.55,0.83,5.58,4.62
14.61,22.61,0.67,0.75,5.92,6.22
11.1,23.92,0.42,0.83,6.55,6.34
14.83,22.09,0.72,0.86,7.88,5.54
14.88,20.11,0.59,0.82,10.17,5.82
12.22,18.53,0.56,0.86,5.42,5.54
11.94,20.45,0.5,0.85,9.9,5.32
10.3,21.09,0.55,0.79,7.31,6.59
13.78,20.32,0.74,0.91,13.41,5.42
13.67,23.23,0.57,0.86,7.1,5.69
11.05,16.07,0.87,0.94,5.18,3.36
7.02,15.83,0.52,0.82,5.87,6.53
6.89,17.68,0.4,0.78,9.07,5.87
9.36,15.98,0.73,0.93,5.3,5.03
13.06,17.71,0.8,0.76,10.31,5.7
13.74,20.28,0.75,0.89,10.35,6.83
12.05,17.61,0.48,0.79,15.98,7.17
12.54,17.53,0.72,0.85,16.14,6.47
11.71,17.49,0.62,0.81,13.99,6.95
9.9,17.65,0.58,0.81,8.28,6.17
11.05,18.79,0.76,0.86,10.54,5.95
9.34,18.67,0.67,0.88,16.09,5.55
14.88,21.21,0.72,0.81,14.23,6.25
13.77,24.9,0.28,0.73,4.68,6.22
10.6,28.99,0.17,0.75,5.5,5.94
13.25,21.44,0.63,0.81,9.31,5.22
8.77,21.44,0.36,0.8,5.35,5.67
12.75,17.76,0.64,0.79,9.46,6.31
11.63,17.6,0.63,0.83,14.71,6.39
13.35,18.56,0.82,0.89,16.68,6.17
10.84,16.91,0.64,0.84,13.79,6.21
9.81,15.78,0.54,0.78,9.88,7.01
8.79,15.4,0.83,0.95,13.29,5.52
13.85,16.55,0.87,0.94,10.82,7.05
9.82,16.79,0.69,0.82,12.69,5.81
7.1,17.4,0.42,0.77,12.62,6.2
10.88,16.25,0.75,0.82,15.43,5.73
4.72,17.71,0.26,0.73,4.71,6.21
3.52,16.26,0.72,0.86,3.39,5.28
9.28,16.37,0.66,0.93,5.26,5.87
10.05,16.22,0.58,0.82,8.44,5.98
12.78,17.21,0.71,0.83,17.82,6.4
9.22,16.31,0.71,0.87,10.17,6.87
8.28,16.63,0.42,0.76,9.35,6.22
8.76,17.18,0.58,0.81,16.49,5.85
7.28,15.43,0.55,0.71,11.67,6.21
4.68,15.76,0.69,0.81,7.67,6.15
6.41,15.81,0.38,0.69,7.73,6.22
8.47,17.57,0.69,0.82,6.97,6.51
8.3,18.91,0.57,0.88,6.12,5.33
6.04,22.9,0.44,0.81,4.18,3.99
6.54,22.95,0.09,0.73,9.06,5.89
12.41,18.67,0.46,0.91,7.89,5.52
12.9,17.89,0.66,0.82,7.65,5.45
13.1,19.57,0.78,0.93,7.42,6.48
13.0,18.15,0.83,0.92,4.12,5.28
12.63,15.75,0.67,0.88,11.4,7.39
9.03,14.55,0.62,0.89,5.9,6.43
7.86,16.33,0.48,0.87,5.6,5.82
8.28,16.28,0.53,0.82,5.91,5.88
5.47,15.7,0.49,0.87,7.14,6.03
3.99,12.52,0.52,0.69,9.82,6.3
-0.12,13.58,0.26,0.77,4.46,6.22
0.18,11.76,0.38,0.82,7.9,6.13
7.98,13.06,0.88,0.87,12.14,5.04
8.7,12.66,0.7,0.89,9.02,5.81
9.46,12.52,0.88,0.92,9.77,5.68
10.03,16.28,0.7,0.84,12.6,7.34
9.97,13.23,0.69,0.85,18.62,6.68
8.96,11.77,0.63,0.85,16.21,6.37
9.82,13.27,0.76,0.87,14.29,5.96
9.19,14.27,0.63,0.79,17.98,7.51
7.05,13.58,0.58,0.85,10.6,6.5
3.43,10.82,0.64,0.95,4.05,4.34
5.28,12.86,0.51,0.9,4.81,5.58
7.42,14.22,0.81,0.86,4.76,5.24
5.74,13.7,0.58,0.84,7.43,5.83
2.02,14.15,0.56,0.87,7.86,6.91
7.5,12.33,0.73,0.89,5.04,6.45
7.71,13.6,0.65,0.78,5.21,6.35
2.39,12.27,0.32,0.73,5.0,6.21
-2.42,9.61,0.6,0.88,4.09,5.36
8.55,11.66,0.84,0.82,15.1,6.22
10.76,14.72,0.76,0.78,13.01,6.01
4.07,12.71,0.71,0.83,9.89,6.4
-0.06,7.65,0.31,0.82,6.79,6.22
1.83,10.41,0.4,0.78,9.6,6.32
1.06,10.89,0.34,0.78,11.03,6.23
-2.78,9.86,0.24,0.84,2.61,6.51
-3.24,10.75,0.59,0.87,3.32,6.22
-1.57,10.55,0.53,0.85,5.2,4.62
-3.64,10.87,0.33,0.83,5.23,6.09
5.63,10.5,0.97,0.96,7.48,2.0
6.32,12.15,0.76,0.95,3.76,6.21
4.39,11.8,0.73,0.88,7.97,6.07
8.12,10.62,0.7,0.87,13.51,5.42
4.17,10.33,0.74,0.77,6.5,6.48
1.9,7.85,0.61,0.88,5.05,5.74
4.27,8.18,0.68,0.84,12.76,5.81
-2.02,7.81,0.21,0.77,3.14,6.22
-1.94,5.29,0.34,0.83,7.07,6.16
-3.96,5.72,0.32,0.82,4.85,6.1
3.05,7.38,0.78,0.87,11.88,5.98
-2.54,10.76,0.43,0.85,6.42,5.93
-3.52,5.94,0.62,0.92,4.95,5.51
-2.85,6.49,0.26,0.76,4.55,5.55
-1.33,8.69,0.4,0.76,4.64,6.34
-1.79,4.63,0.27,0.93,1.7,6.01
-3.99,6.45,0.3,0.94,0.92,5.6
-7.17,4.73,0.35,0.93,0.86,3.7
-8.04,3.67,0.69,0.89,5.03,4.58
2.95,7.4,0.68,0.86,9.32,6.15
2.83,7.78,0.53,0.74,12.6,7.35
3.65,8.91,0.75,0.88,8.28,10.0
5.09,9.38,0.98,0.9,9.25,9.64
7.62,10.02,0.99,0.88,5.47,9.39
8.41,10.45,0.91,0.87,7.83,9.82
8.55,10.57,0.96,0.85,6.8,10.0
5.79,9.4,0.87,0.85,6.82,9.03
2.3,6.67,0.4,0.79,5.15,10.0
1.08,6.14,0.18,0.76,4.85,9.11
0.42,5.69,0.55,0.72,4.79,10.0
